session,AI,driver,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,startpos
F2_19R02CAS_R2,,FER,M,M,M,M,M,M,M,M,M,M,23
F2_19R02CAS_R2,,ARM,M,M,M,M,M,M,M,M,M,M,3
F2_19R02CAS_R2,,DAR,M,M,M,M,M,M,M,M,M,M,8
F2_19R02CAS_R2,,SHW,M,M,M,M,M,M,M,M,M,M,7
F2_19R02CAS_R2,,NAT,M,M,M,M,M,M,M,M,M,M,26
F2_19R02CAS_R2,,DRU,M,M,M,M,M,M,M,M,M,M,19
F2_19R02CAS_R2,,SAR,M,M,M,M,M,M,M,M,M,M,12
F2_19R03AUT_R1,,BEC,S,S,S,S,S,S,S,S,S,S,30
F2_19R03AUT_R1,,FEW,S,S,S,S,S,S,S,S,S,S,2
F2_19R03AUT_R1,,LUN,S,S,S,S,S,S,S,S,S,S,29
F2_19R03AUT_R1,,LAW,S,S,S,S,S,S,S,S,S,S,15
F2_19R03AUT_R1,,LAA,S,S,S,S,S,S,S,S,S,S,17
F2_19R03AUT_R1,,VER,S,S,S,S,S,S,S,S,S,S,12
F2_19R03AUT_R1,,ZEN,S,S,S,S,S,S,S,S,S,S,8
F2_19R03AUT_R1,,SCH,S,S,S,S,S,S,S,S,S,S,23
F2_19R03AUT_R1,,HYM,S,S,S,S,S,S,S,S,S,S,24
F2_19R03AUT_R1,,VIS,S,S,S,S,S,S,S,S,S,S,10
F2_19R03AUT_R1,,HUG,S,S,S,S,S,S,S,S,S,S,5
F2_19R03AUT_R1,,AND,S,S,S,S,S,S,S,S,S,S,27
F2_19R03AUT_R1,,TSU,S,S,S,S,S,S,S,S,S,S,25
F2_19R03AUT_R1,,CAR,S,S,S,S,S,S,S,S,S,S,20
F2_19R03AUT_R1,,EST,S,S,S,S,S,S,S,S,S,S,26
F2_19R03AUT_R1,,DEF,S,S,S,S,S,S,S,S,S,S,13
F2_19R03AUT_R1,,PIQ,S,S,S,S,S,S,S,S,S,S,7
F2_19R03AUT_R1,,KAR,S,S,S,S,S,S,S,S,S,S,18
F2_19R03AUT_R1,,PUL,S,S,S,S,S,S,S,S,S,S,6
F2_19R03AUT_R1,,VIP,S,S,S,S,S,S,S,S,S,S,3
F2_19R03AUT_R1,,YIF,S,S,S,S,S,S,S,S,S,S,21
F2_19R03AUT_R1,,PER,S,S,S,S,S,S,S,S,S,S,14
F2_19R03AUT_R1,,DEL,S,S,S,S,S,S,S,S,S,S,28
F2_19R03AUT_R1,,FER,S,S,S,S,S,S,S,S,S,S,11
F2_19R03AUT_R1,,ARM,S,S,S,S,S,S,S,S,S,S,1
F2_19R03AUT_R1,,DAR,S,S,S,S,S,S,S,S,S,S,4
F2_19R03AUT_R1,,SHW,S,S,S,S,S,S,S,S,S,S,9
F2_19R03AUT_R1,,NAT,S,S,S,S,S,S,S,S,S,S,19
F2_19R03AUT_R1,,DRU,S,S,S,S,S,S,S,S,S,S,16
